Color1,Color2,BlendColor
(0.000; 0.384; 0.529; 1.000),(0.227; 0.690; 0.871; 1.000),(0.000; 0.294; 0.173; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.227; 0.910; 0.000; 1.000),(0.000; 0.306; 0.227; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.227; 0.910; 0.196; 1.000),(0.012; 0.322; 0.275; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.227; 0.910; 0.412; 1.000),(0.031; 0.345; 0.325; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.227; 0.910; 0.627; 1.000),(0.047; 0.365; 0.427; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.227; 0.910; 0.839; 1.000),(0.000; 0.412; 0.082; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.000; 0.000; 1.000),(0.000; 0.412; 0.169; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.000; 0.196; 1.000),(0.008; 0.424; 0.255; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.000; 0.404; 1.000),(0.020; 0.439; 0.302; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.000; 0.569; 1.000),(0.043; 0.471; 0.361; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.000; 0.769; 1.000),(0.059; 0.494; 0.443; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.000; 0.953; 1.000),(0.000; 0.525; 0.086; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.157; 0.000; 1.000),(0.000; 0.525; 0.196; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.157; 0.204; 1.000),(0.012; 0.541; 0.275; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.157; 0.408; 1.000),(0.027; 0.565; 0.337; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.157; 0.620; 1.000),(0.043; 0.588; 0.388; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.157; 0.851; 1.000),(0.063; 0.620; 0.459; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.388; 0.000; 1.000),(0.000; 0.612; 0.094; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.388; 0.157; 1.000),(0.000; 0.616; 0.184; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.388; 0.380; 1.000),(0.008; 0.627; 0.263; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.388; 0.537; 1.000),(0.020; 0.647; 0.322; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.388; 0.745; 1.000),(0.035; 0.671; 0.380; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.388; 0.957; 1.000),(0.055; 0.702; 0.451; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.600; 0.000; 1.000),(0.141; 0.176; 0.090; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.600; 0.188; 1.000),(0.161; 0.173; 0.161; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.600; 0.365; 1.000),(0.165; 0.196; 0.235; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.600; 0.576; 1.000),(0.153; 0.243; 0.314; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.600; 0.808; 1.000),(0.157; 0.263; 0.380; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.757; 0.000; 1.000),(0.161; 0.275; 0.467; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.757; 0.196; 1.000),(0.133; 0.267; 0.090; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.757; 0.416; 1.000),(0.137; 0.267; 0.173; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.757; 0.604; 1.000),(0.141; 0.286; 0.231; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.757; 0.812; 1.000),(0.145; 0.322; 0.282; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.945; 0.000; 1.000),(0.157; 0.353; 0.341; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.945; 0.208; 1.000),(0.161; 0.365; 0.424; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.945; 0.400; 1.000),(0.110; 0.365; 0.090; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.945; 0.573; 1.000),(0.118; 0.369; 0.204; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.945; 0.776; 1.000),(0.133; 0.400; 0.275; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.404; 0.945; 0.941; 1.000),(0.149; 0.431; 0.341; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.000; 0.000; 1.000),(0.165; 0.463; 0.408; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.000; 0.161; 1.000),(0.086; 0.447; 0.090; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.000; 0.373; 1.000),(0.090; 0.447; 0.173; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.000; 0.569; 1.000),(0.125; 0.471; 0.267; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.000; 0.749; 1.000),(0.137; 0.490; 0.322; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.000; 0.953; 1.000),(0.157; 0.522; 0.384; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.196; 0.000; 1.000),(0.176; 0.553; 0.447; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.196; 0.192; 1.000),(0.078; 0.537; 0.094; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.196; 0.416; 1.000),(0.094; 0.541; 0.180; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.196; 0.631; 1.000),(0.114; 0.553; 0.251; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.196; 0.847; 1.000),(0.133; 0.576; 0.325; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.412; 0.000; 1.000),(0.149; 0.604; 0.384; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.412; 0.196; 1.000),(0.165; 0.627; 0.439; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.412; 0.412; 1.000),(0.082; 0.659; 0.102; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.412; 0.643; 1.000),(0.098; 0.663; 0.196; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.412; 0.851; 1.000),(0.118; 0.682; 0.290; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.600; 0.000; 1.000),(0.137; 0.706; 0.369; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.600; 0.231; 1.000),(0.157; 0.737; 0.443; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.600; 0.408; 1.000),(0.286; 0.157; 0.102; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.600; 0.580; 1.000),(0.278; 0.169; 0.184; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.600; 0.776; 1.000),(0.259; 0.216; 0.259; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.796; 0.000; 1.000),(0.251; 0.251; 0.325; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.796; 0.227; 1.000),(0.247; 0.278; 0.408; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.796; 0.396; 1.000),(0.247; 0.290; 0.490; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.796; 0.557; 1.000),(0.259; 0.247; 0.110; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.796; 0.725; 1.000),(0.251; 0.259; 0.196; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.796; 0.945; 1.000),(0.247; 0.306; 0.267; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.996; 0.000; 1.000),(0.247; 0.349; 0.345; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.996; 0.180; 1.000),(0.251; 0.369; 0.443; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.996; 0.341; 1.000),(0.184; 0.388; 0.094; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.996; 0.533; 1.000),(0.180; 0.388; 0.173; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.996; 0.745; 1.000),(0.220; 0.424; 0.271; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.576; 0.996; 0.976; 1.000),(0.231; 0.455; 0.325; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.000; 0.000; 1.000),(0.247; 0.490; 0.400; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.000; 0.196; 1.000),(0.255; 0.502; 0.486; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.000; 0.376; 1.000),(0.133; 0.490; 0.098; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.000; 0.537; 1.000),(0.153; 0.498; 0.192; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.000; 0.714; 1.000),(0.204; 0.525; 0.271; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.000; 0.906; 1.000),(0.227; 0.557; 0.349; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.200; 0.000; 1.000),(0.247; 0.592; 0.427; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.200; 0.224; 1.000),(0.137; 0.573; 0.106; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.200; 0.427; 1.000),(0.169; 0.588; 0.204; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.200; 0.620; 1.000),(0.204; 0.608; 0.294; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.200; 0.776; 1.000),(0.224; 0.635; 0.365; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.200; 0.949; 1.000),(0.243; 0.667; 0.439; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.392; 0.000; 1.000),(0.149; 0.682; 0.110; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.392; 0.173; 1.000),(0.176; 0.694; 0.208; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.392; 0.361; 1.000),(0.200; 0.710; 0.290; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.392; 0.522; 1.000),(0.216; 0.733; 0.357; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.392; 0.753; 1.000),(0.231; 0.757; 0.435; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.392; 0.929; 1.000),(0.243; 0.780; 0.498; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.549; 0.000; 1.000),(0.373; 0.165; 0.110; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.549; 0.196; 1.000),(0.365; 0.173; 0.176; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.549; 0.400; 1.000),(0.349; 0.216; 0.259; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.549; 0.588; 1.000),(0.337; 0.255; 0.341; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.549; 0.792; 1.000),(0.333; 0.278; 0.420; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.549; 0.984; 1.000),(0.333; 0.294; 0.510; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.722; 0.000; 1.000),(0.325; 0.278; 0.114; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.722; 0.165; 1.000),(0.329; 0.294; 0.196; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.722; 0.322; 1.000),(0.333; 0.337; 0.278; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.722; 0.541; 1.000),(0.333; 0.376; 0.369; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.722; 0.706; 1.000),(0.333; 0.396; 0.463; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.722; 0.871; 1.000),(0.243; 0.408; 0.094; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.906; 0.000; 1.000),(0.263; 0.416; 0.196; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.906; 0.176; 1.000),(0.306; 0.455; 0.290; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.906; 0.357; 1.000),(0.325; 0.494; 0.376; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.906; 0.533; 1.000),(0.333; 0.518; 0.463; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.906; 0.729; 1.000),(0.188; 0.490; 0.106; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.761; 0.906; 0.961; 1.000),(0.251; 0.522; 0.216; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.000; 0.000; 1.000),(0.290; 0.549; 0.294; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.000; 0.227; 1.000),(0.310; 0.576; 0.361; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.000; 0.400; 1.000),(0.325; 0.604; 0.435; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.000; 0.620; 1.000),(0.188; 0.596; 0.118; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.000; 0.792; 1.000),(0.243; 0.624; 0.224; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.169; 0.000; 1.000),(0.278; 0.647; 0.294; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.169; 0.227; 1.000),(0.298; 0.667; 0.357; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.169; 0.420; 1.000),(0.314; 0.686; 0.420; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.169; 0.596; 1.000),(0.329; 0.714; 0.502; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.169; 0.780; 1.000),(0.212; 0.718; 0.118; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.169; 0.941; 1.000),(0.239; 0.733; 0.204; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.384; 0.000; 1.000),(0.267; 0.749; 0.275; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.384; 0.208; 1.000),(0.290; 0.769; 0.353; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.384; 0.427; 1.000),(0.310; 0.792; 0.435; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.384; 0.608; 1.000),(0.322; 0.816; 0.525; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.384; 0.824; 1.000),(0.451; 0.184; 0.102; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.541; 0.000; 1.000),(0.455; 0.180; 0.176; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.541; 0.176; 1.000),(0.443; 0.200; 0.259; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.541; 0.396; 1.000),(0.435; 0.235; 0.333; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.541; 0.608; 1.000),(0.427; 0.267; 0.420; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.541; 0.804; 1.000),(0.424; 0.286; 0.506; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.541; 0.973; 1.000),(0.388; 0.298; 0.110; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.698; 0.000; 1.000),(0.424; 0.302; 0.200; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.698; 0.227; 1.000),(0.439; 0.322; 0.278; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.698; 0.384; 1.000),(0.427; 0.361; 0.373; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.698; 0.592; 1.000),(0.424; 0.384; 0.447; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.698; 0.804; 1.000),(0.424; 0.400; 0.525; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.698; 0.992; 1.000),(0.314; 0.404; 0.094; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.929; 0.000; 1.000),(0.325; 0.412; 0.180; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.929; 0.204; 1.000),(0.396; 0.439; 0.267; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.929; 0.404; 1.000),(0.412; 0.463; 0.333; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.929; 0.576; 1.000),(0.420; 0.490; 0.435; 1.000)
(0.000; 0.384; 0.529; 1.000),(0.922; 0.929; 0.804; 1.000),(0.420; 0.502; 0.518; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.000; 0.000; 1.000),(0.310; 0.576; 0.361; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.000; 0.192; 1.000),(0.325; 0.604; 0.435; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.000; 0.353; 1.000),(0.188; 0.596; 0.118; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.000; 0.557; 1.000),(0.243; 0.624; 0.224; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.000; 0.757; 1.000),(0.278; 0.647; 0.294; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.000; 0.945; 1.000),(0.298; 0.667; 0.357; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.208; 0.000; 1.000),(0.314; 0.686; 0.420; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.208; 0.180; 1.000),(0.329; 0.714; 0.502; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.208; 0.345; 1.000),(0.212; 0.718; 0.118; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.208; 0.525; 1.000),(0.239; 0.733; 0.204; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.208; 0.690; 1.000),(0.267; 0.749; 0.275; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.208; 0.918; 1.000),(0.290; 0.769; 0.353; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.439; 0.000; 1.000),(0.310; 0.792; 0.435; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.439; 0.165; 1.000),(0.322; 0.816; 0.525; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.439; 0.388; 1.000),(0.451; 0.184; 0.102; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.439; 0.545; 1.000),(0.455; 0.180; 0.176; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.439; 0.749; 1.000),(0.443; 0.200; 0.259; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.439; 0.961; 1.000),(0.435; 0.235; 0.333; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.663; 0.000; 1.000),(0.427; 0.267; 0.420; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.663; 0.220; 1.000),(0.424; 0.286; 0.506; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.663; 0.420; 1.000),(0.388; 0.298; 0.110; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.663; 0.608; 1.000),(0.424; 0.302; 0.200; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.663; 0.765; 1.000),(0.439; 0.322; 0.278; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.663; 0.973; 1.000),(0.427; 0.361; 0.373; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.835; 0.000; 1.000),(0.424; 0.384; 0.447; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.835; 0.188; 1.000),(0.424; 0.400; 0.525; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.835; 0.373; 1.000),(0.314; 0.404; 0.094; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.835; 0.533; 1.000),(0.325; 0.412; 0.180; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.835; 0.710; 1.000),(0.396; 0.439; 0.267; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.000; 0.835; 0.914; 1.000),(0.412; 0.463; 0.333; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.000; 0.000; 1.000),(0.420; 0.490; 0.435; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.000; 0.184; 1.000),(0.420; 0.502; 0.518; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.000; 0.396; 1.000),(0.259; 0.475; 0.102; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.000; 0.596; 1.000),(0.310; 0.502; 0.196; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.000; 0.757; 1.000),(0.380; 0.537; 0.290; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.000; 0.949; 1.000),(0.404; 0.557; 0.369; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.173; 0.000; 1.000),(0.416; 0.580; 0.451; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.173; 0.173; 1.000),(0.416; 0.588; 0.541; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.173; 0.337; 1.000),(0.227; 0.545; 0.125; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.173; 0.498; 1.000),(0.286; 0.584; 0.196; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.173; 0.675; 1.000),(0.349; 0.620; 0.263; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.173; 0.859; 1.000),(0.384; 0.647; 0.357; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.349; 0.000; 1.000),(0.400; 0.659; 0.420; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.349; 0.231; 1.000),(0.412; 0.675; 0.486; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.349; 0.435; 1.000),(0.255; 0.671; 0.125; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.349; 0.643; 1.000),(0.306; 0.698; 0.208; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.349; 0.839; 1.000),(0.345; 0.725; 0.286; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.510; 0.000; 1.000),(0.373; 0.741; 0.357; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.510; 0.165; 1.000),(0.392; 0.757; 0.435; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.510; 0.396; 1.000),(0.404; 0.769; 0.525; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.510; 0.561; 1.000),(0.482; 0.204; 0.106; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.510; 0.753; 1.000),(0.522; 0.188; 0.184; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.510; 0.941; 1.000),(0.529; 0.188; 0.251; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.690; 0.000; 1.000),(0.518; 0.216; 0.365; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.690; 0.173; 1.000),(0.510; 0.251; 0.455; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.690; 0.333; 1.000),(0.447; 0.298; 0.102; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.690; 0.537; 1.000),(0.498; 0.286; 0.188; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.690; 0.710; 1.000),(0.525; 0.278; 0.259; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.690; 0.871; 1.000),(0.518; 0.302; 0.349; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.910; 0.000; 1.000),(0.506; 0.337; 0.447; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.910; 0.196; 1.000),(0.502; 0.361; 0.529; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.910; 0.412; 1.000),(0.369; 0.412; 0.086; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.910; 0.627; 1.000),(0.412; 0.427; 0.188; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.227; 0.910; 0.839; 1.000),(0.490; 0.427; 0.278; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.000; 0.000; 1.000),(0.510; 0.427; 0.353; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.000; 0.196; 1.000),(0.502; 0.467; 0.471; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.000; 0.404; 1.000),(0.310; 0.475; 0.102; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.000; 0.569; 1.000),(0.353; 0.498; 0.184; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.000; 0.769; 1.000),(0.455; 0.537; 0.278; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.000; 0.953; 1.000),(0.490; 0.541; 0.369; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.157; 0.000; 1.000),(0.494; 0.553; 0.459; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.157; 0.204; 1.000),(0.490; 0.565; 0.545; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.157; 0.408; 1.000),(0.278; 0.537; 0.129; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.157; 0.620; 1.000),(0.380; 0.608; 0.220; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.157; 0.851; 1.000),(0.431; 0.631; 0.286; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.388; 0.000; 1.000),(0.471; 0.639; 0.373; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.388; 0.157; 1.000),(0.486; 0.643; 0.463; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.388; 0.380; 1.000),(0.486; 0.651; 0.553; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.388; 0.537; 1.000),(0.302; 0.686; 0.137; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.388; 0.745; 1.000),(0.373; 0.737; 0.224; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.388; 0.957; 1.000),(0.420; 0.765; 0.306; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.600; 0.000; 1.000),(0.443; 0.773; 0.376; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.600; 0.188; 1.000),(0.467; 0.776; 0.467; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.600; 0.365; 1.000),(0.008; 0.169; 0.184; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.600; 0.576; 1.000),(0.000; 0.184; 0.286; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.600; 0.808; 1.000),(0.000; 0.188; 0.361; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.757; 0.000; 1.000),(0.008; 0.196; 0.439; 1.000)
(0.000; 0.384; 0.702; 1.000),(0.404; 0.757; 0.196; 1.000),(0.012; 0.208; 0.533; 1.000)
